id,listing_url,name,summary,description,host_id,host_since,host_location,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,street,neighbourhood,city,state,zipcode,smart_location,latitude,longitude,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,calendar_updated,number_of_reviews,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,cancellation_policy
2991292,https://www.airbnb.com/rooms/2991292,,,,14880059,2014,,1,,,,,,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1072,,52.35654076,4.887777168,,Apartment,Entire home/apt,2,1,0,2,Real Bed,,110,,,,50,1,0,2,,,32,4/1/2014,17/09/2015,87,9,9,9,9,10,9,,
2916063,https://www.airbnb.com/rooms/2916063,,,,14887006,2014,,0.94,,,,,,De Baarsjes - Oud-West,Amsterdam,North Holland,1057,,52.37038931,4.849749066,,Apartment,Entire home/apt,2,1,1,1,Real Bed,,99,,,300,85,2,0,4,,,9,10/2/2014,23/08/2015,98,10,10,10,10,9,10,,
5515566,https://www.airbnb.com/rooms/5515566,,,,14887920,2014,,0.97,,,,,,Zuid,Amsterdam,Noord-Holland,1071,,52.35128191,4.884966787,,Loft,Private room,2,1,1,1,Real Bed,,75,,,,80,1,0,1,,,0,3/9/2014,15/09/2015,,,,,,,,,
5132859,https://www.airbnb.com/rooms/5132859,,,,14892728,2014,,1,,,,,,Bos en Lommer,Amsterdam,Noord-Holland,1055,,52.37709443,4.851228064,,Apartment,Entire home/apt,2,1,1,1,Real Bed,,100,,,,,1,50,1,,,0,2/2/2014,8/9/2015,,,,,,,,,
2954775,https://www.airbnb.com/rooms/2954775,,,,14895405,2014,,N/A,,,,,,Bos en Lommer,Amsterdam,North Holland,1055 BV,,52.37857668,4.853088396,,Apartment,Entire home/apt,2,1,1,1,Real Bed,,75,,,100,40,2,35,1,,,9,17/01/2014,28/09/2015,84,9,9,9,9,8,8,,
4708117,https://www.airbnb.com/rooms/4708117,,,,14895424,2014,,1,,,,,,De Baarsjes - Oud-West,Amsterdam,Noord-Holland,1056 BJ,,52.37382696,4.861380635,,Bed & Breakfast,Private room,2,1,1,2,Real Bed,,59,,,500,,1,0,2,,,30,11/9/2014,6/8/2015,97,10,10,10,10,9,10,,
3027187,https://www.airbnb.com/rooms/3027187,,,,14917929,2014,,0.88,,,,,,Zuid,Amsterdam,North Holland,1075 CH,,52.35538563,4.866379142,,House,Entire home/apt,6,3,4,4,Real Bed,,450,,,,10,1,0,1,,,0,20/04/2014,2/8/2015,,,,,,,,,
2921235,https://www.airbnb.com/rooms/2921235,,,,14918102,2014,,0.9,,,,,,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1073,,52.3510489,4.895874169,,Apartment,Private room,2,1,1,1,Real Bed,,58,,,,60,1,0,4,,,3,27/03/2014,21/08/2015,93,9,9,9,9,9,9,,
2921938,https://www.airbnb.com/rooms/2921938,,,,14921396,2014,,1,,,,,,De Baarsjes - Oud-West,Amsterdam,North Holland,1057KH,,52.36719311,4.860914242,,Apartment,Entire home/apt,5,1,3,3,Real Bed,,139,,,,,5,0,2,,,2,1/10/2014,12/8/2015,90,10,9,10,10,9,9,,
2922214,https://www.airbnb.com/rooms/2922214,,,,14921457,2014,,0.94,,,,,,Centrum-West,Amsterdam,North Holland,1017 JT,,52.36669767,4.885025772,,Apartment,Entire home/apt,2,1,1,1,Real Bed,,170,,,,25,2,0,3,,,15,19/05/2014,25/08/2015,100,10,10,10,10,10,9,,
2985352,https://www.airbnb.com/rooms/2985352,,,,14921457,2014,,0.94,,,,,,Centrum-West,Amsterdam,North Holland,1017JT,,52.36661606,4.88455509,,Apartment,Entire home/apt,2,1,1,1,Real Bed,,198,,,,,2,0,3,,,14,9/1/2014,1/8/2015,99,10,10,10,10,10,10,,
3665423,https://www.airbnb.com/rooms/3665423,,,,14921711,2014,,1,,,,,,Bos en Lommer,Amsterdam,North Holland,1056 WV,,52.37617419,4.862353258,,Apartment,Entire home/apt,5,1,2,3,Real Bed,,99,,,,,1,0,3,,,3,9/9/2014,1/8/2015,100,10,10,10,10,9,9,,
3108742,https://www.airbnb.com/rooms/3108742,,,,14954068,2014,,0.7,,,,,,Centrum-West,Amsterdam,North Holland,1015 TP,,52.37569895,4.878976977,,Apartment,Entire home/apt,4,2,2,2,Real Bed,,240,,,,150,4,50,1,,,8,27/01/2014,11/7/2015,93,9,8,9,10,10,9,,
3063780,https://www.airbnb.com/rooms/3063780,,,,14954068,2014,,0.7,,,,,,Centrum-West,Amsterdam,North Holland,1015 TP,,52.37164321,4.8784658,,Apartment,Private room,2,1,1,1,Real Bed,,119,,,,20,2,50,1,,,10,5/6/2014,17/08/2015,86,9,9,9,9,10,8,,
3567547,https://www.airbnb.com/rooms/3567547,,,,14955594,2014,,1,,,,,,Centrum-West,Amsterdam,NH,1015 EB,,52.37505941,4.884788677,,Apartment,Private room,2,1,1,1,Real Bed,,80,,,,,1,20,1,,,51,21/06/2014,16/09/2015,84,9,9,9,9,10,8,,
3055556,https://www.airbnb.com/rooms/3055556,,,,14965123,2014,,1,,,,,,De Baarsjes - Oud-West,Amsterdam,North Holland,1054 BE,,52.36433112,4.874343019,,House,Entire home/apt,12,2,5,10,Real Bed,,675,,,100,95,6,50,1,,,7,20/03/2014,1/8/2015,100,10,10,10,10,10,10,,
2930669,https://www.airbnb.com/rooms/2930669,,,,14965541,2014,,1,,,,,,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1072 HN,,52.35151515,4.889962209,,Apartment,Entire home/apt,2,1,2,2,Real Bed,,100,,,,,1,0,2,,,4,23/09/2014,11/8/2015,90,9,10,9,9,9,9,,
3955896,https://www.airbnb.com/rooms/3955896,,,,14967139,2014,,0.9,,,,,,De Baarsjes - Oud-West,Amsterdam,North Holland,1054 EL,,52.36151265,4.863100764,,Apartment,Entire home/apt,2,1,1,1,Real Bed,,125,,,,,1,0,1,,,5,17/07/2014,7/7/2015,96,9,10,10,10,9,10,,
2931679,https://www.airbnb.com/rooms/2931679,,,,14970026,2014,,N/A,,,,,,Watergraafsmeer,Amsterdam,Noord-Holland,1098 CC,,52.35373734,4.931328077,,House,Entire home/apt,5,1,3,5,Real Bed,,200,,,,,1,0,7,,,0,7/3/2014,17/08/2015,,,,,,,,,
2985602,https://www.airbnb.com/rooms/2985602,,,,14970695,2014,,1,,,,,,Centrum-Oost,Amsterdam,North Holland,1018 AD,,52.36729879,4.920125749,,Apartment,Entire home/apt,4,1.5,2,3,Real Bed,,135,,,,,1,0,3,,,3,9/7/2014,28/07/2015,100,10,10,9,9,9,10,,
5151303,https://www.airbnb.com/rooms/5151303,,,,14999981,2014,,1,,,,,,Bos en Lommer,Amsterdam,NH,1056XS,,52.37685154,4.859565555,,Apartment,Entire home/apt,2,1,1,1,Real Bed,,115,,,,25,1,0,3,,,1,14/05/2014,18/09/2015,80,10,8,10,10,10,10,,
2937740,https://www.airbnb.com/rooms/2937740,,,,15001125,2014,,0.8,,,,,,Oostelijk Havengebied - Indische Buurt,Amsterdam,North Holland,1019,,52.37624482,4.929303503,,Apartment,Entire home/apt,2,1.5,1,1,Real Bed,,75,,,,,1,15,1,,,13,12/10/2014,15/08/2015,94,10,9,10,10,9,9,,
2939374,https://www.airbnb.com/rooms/2939374,,,,15008009,2014,,0.75,,,,,,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1079,,52.34112607,4.909426488,,Apartment,Entire home/apt,4,1,3,2,Real Bed,,139,,,,,4,35,4,,,0,13/01/2014,23/07/2015,,,,,,,,,
2940577,https://www.airbnb.com/rooms/2940577,,,,15013253,2014,,N/A,,,,,,Oud-Noord,Amsterdam,North Holland,1025 VS,,52.39714691,4.923417812,,House,Entire home/apt,4,1,3,4,Real Bed,,195,,,,35,1,35,2,,,0,20/02/2014,19/07/2015,,,,,,,,,
2944508,https://www.airbnb.com/rooms/2944508,,,,15033373,2014,,0.63,,,,,,Zuid,Amsterdam,North Holland,1076RJ,,52.34460743,4.863509559,,Apartment,Entire home/apt,2,1,1,1,Real Bed,,85,,,,,1,0,1,,,11,19/09/2014,2/8/2015,98,10,9,10,10,10,9,,
2944820,https://www.airbnb.com/rooms/2944820,,,,15034739,2014,,N/A,,,,,,De Baarsjes - Oud-West,Amsterdam,North Holland,1054 ZE,,52.36504009,4.876417571,,Apartment,Entire home/apt,4,1,2,4,Real Bed,,275,,,250,75,1,0,1,,,0,19/09/2014,25/09/2015,,,,,,,,,
3227864,https://www.airbnb.com/rooms/3227864,,,,15037548,2014,,1,,,,,,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1073 EZ,,52.35356919,4.901545452,,Apartment,Entire home/apt,5,1,2,3,Real Bed,,200,,,500,115,1,0,3,,,0,17/06/2014,5/9/2015,,,,,,,,,
2945732,https://www.airbnb.com/rooms/2945732,,,,15038857,2014,,N/A,,,,,,Zuid,Amsterdam,North Holland,1059,,52.35053711,4.846702557,,Apartment,Entire home/apt,2,1,1,1,Real Bed,,85,,,,,0,0,5,,,3,4/4/2014,17/08/2015,96,10,10,10,10,9,9,,
2946162,https://www.airbnb.com/rooms/2946162,,,,15041150,2014,,N/A,,,,,,Centrum-Oost,Amsterdam,North Holland,1019 BT,,52.37550527,4.916811876,,Boat,Entire home/apt,4,1,2,2,Real Bed,,170,,,200,15,1,0,2,,,0,4/6/2014,6/9/2015,,,,,,,,,
4735860,https://www.airbnb.com/rooms/4735860,,,,15041379,2014,,0.7,,,,,,De Pijp - Rivierenbuurt,Amsterdam,Noord-Holland,1072,,52.3563003,4.891473146,,Apartment,Private room,2,1,1,1,Real Bed,,140,,,,150,2,50,1,,,3,28/06/2014,8/9/2015,80,10,5,10,9,8,7,,
5813906,https://www.airbnb.com/rooms/5813906,,,,15042041,2014,,1,,,,,,Zuid,Amsterdam,Noord-Holland,1059 BC,,52.34948046,4.848096289,,House,Entire home/apt,2,1,1,2,Real Bed,,85,,,,30,1,0,1,,,0,23/09/2014,19/08/2015,,,,,,,,,
3154634,https://www.airbnb.com/rooms/3154634,,,,15042942,2014,,N/A,,,,,,Centrum-Oost,Amsterdam,North Holland,1018MD,,52.37251907,4.922090514,,Apartment,Entire home/apt,2,1,1,2,Real Bed,,120,,,250,25,1,0,3,,,3,2/1/2014,21/09/2015,93,10,10,10,10,8,9,,
2947213,https://www.airbnb.com/rooms/2947213,,,,15044327,2014,,1,,,,,,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1072JA,,52.34940729,4.887734447,,Apartment,Entire home/apt,2,1,1,1,Real Bed,,115,,,,,1,0,3,,,2,7/9/2014,9/9/2015,100,10,10,10,10,10,10,,
3249154,https://www.airbnb.com/rooms/3249154,,,,15054166,2014,,0.9,,,,,,Noord-West,Amsterdam,North Holland,1033 HK,,52.41585457,4.880859311,,House,Entire home/apt,4,1,2,2,Real Bed,,80,,,250,,2,15,2,,,9,14/12/2014,17/08/2015,87,9,8,9,10,8,8,,
3238073,https://www.airbnb.com/rooms/3238073,,,,15068200,2014,,1,,,,,,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1079,,52.34182562,4.905409483,,House,Entire home/apt,6,2,4,6,Real Bed,,250,,,,,1,0,4,,,2,27/07/2014,20/07/2015,90,10,10,10,10,8,9,,
3048137,https://www.airbnb.com/rooms/3048137,,,,15068613,2014,,0.86,,,,,,Westerpark,Amsterdam,North Holland,1053NG,,52.37231566,4.868409431,,Apartment,Entire home/apt,2,1,2,2,Real Bed,,80,,,150,25,1,0,3,,,4,26/06/2014,7/7/2015,90,9,8,10,10,10,8,,
2953028,https://www.airbnb.com/rooms/2953028,,,,15074523,2014,,0.94,,,,,,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1079 EA,,52.34432817,4.900796435,,Apartment,Private room,2,0,1,1,Real Bed,,82,,,,20,0,0,2,,,16,15/10/2014,15/08/2015,92,10,10,9,9,9,9,,
2956140,https://www.airbnb.com/rooms/2956140,,,,15088193,2014,,1,,,,,,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1074,,52.35635565,4.901812975,,Apartment,Entire home/apt,2,1,1,2,Real Bed,,80,,,,,2,25,2,,,37,21/01/2014,27/07/2015,91,9,9,10,10,9,9,,
3004883,https://www.airbnb.com/rooms/3004883,,,,15088900,2014,,1,,,,,,Westerpark,Amsterdam,North Holland,1051 PB,,52.38542258,4.87018435,,Apartment,Entire home/apt,4,1,3,4,Real Bed,,150,,,,20,1,0,4,,,2,19/01/2014,17/08/2015,87,6,8,8,10,10,9,,
2957820,https://www.airbnb.com/rooms/2957820,,,,15095588,2014,,1,,,,,,Westerpark,Amsterdam,North Holland,1052 AD,,52.38330521,4.879913346,,Boat,Entire home/apt,4,1,3,3,Real Bed,,149,,,,,1,0,4,,,6,1/8/2014,14/09/2015,92,10,9,10,10,9,8,,
4497520,https://www.airbnb.com/rooms/4497520,,,,15108541,2014,,1,,,,,,Oud-Oost,Amsterdam,North Holland,1091 KW,,52.35469044,4.920029776,,Apartment,Private room,2,1,1,1,Real Bed,,55,,,,40,1,0,2,,,2,11/11/2014,15/08/2015,80,8,8,9,9,8,9,,
2960672,https://www.airbnb.com/rooms/2960672,,,,15111863,2014,,0.88,,,,,,De Baarsjes - Oud-West,Amsterdam,North Holland,1053,,52.36579912,4.872646478,,Apartment,Entire home/apt,2,1,1,1,Real Bed,,100,,,300,75,1,0,2,,,16,22/05/2014,23/07/2015,98,10,9,10,10,10,10,,
2962553,https://www.airbnb.com/rooms/2962553,,,,15118667,2014,,1,,,,,,Zuid,Amsterdam,North Holland,1075,,52.35079014,4.861391667,,Apartment,Entire home/apt,4,1,1,2,Real Bed,,125,,,,25,1,0,2,,,13,21/06/2014,16/09/2015,97,10,10,10,10,9,9,,
5137921,https://www.airbnb.com/rooms/5137921,,,,15123003,2014,,0.33,,,,,,Oud-Oost,Amsterdam,Noord-Holland,1098,,52.3574221,4.935836741,,Apartment,Entire home/apt,5,1,3,2,Real Bed,,250,,,,30,1,0,1,,,0,18/10/2014,1/7/2015,,,,,,,,,
2963520,https://www.airbnb.com/rooms/2963520,,,,15123501,2014,,0.8,,,,,,Centrum-Oost,Amsterdam,North Holland,1011 BC,,52.37245298,4.907480208,,Apartment,Entire home/apt,2,1,1,2,Real Bed,,119,,,,5,1,0,3,,,11,25/11/2014,15/09/2015,95,10,10,9,10,10,9,,
2964668,https://www.airbnb.com/rooms/2964668,,,,15128065,2014,,N/A,,,,,,Centrum-West,Amsterdam,North Holland,1012 BV,,52.37301523,4.90001008,,Apartment,Entire home/apt,4,2,4,4,Real Bed,,160,,,250,200,1,0,2,,,6,9/5/2014,16/07/2015,90,9,8,10,9,9,9,,
5244927,https://www.airbnb.com/rooms/5244927,,,,15129072,2014,,N/A,,,,,,Centrum-Oost,Amsterdam,Noord-Holland,1017,,52.36538186,4.883915412,,Apartment,Shared room,1,0.5,1,2,Real Bed,,500,,,,20,1,0,1,,,0,21/11/2014,8/9/2015,,,,,,,,,
2971839,https://www.airbnb.com/rooms/2971839,,,,15162852,2014,,1,,,,,,Oud-Noord,Amsterdam,North Holland,1022 AG,,52.38487551,4.931712848,,Loft,Entire home/apt,4,1,1,2,Real Bed,,200,,,,,1,0,1,,,0,24/10/2014,12/7/2015,,,,,,,,,
3379374,https://www.airbnb.com/rooms/3379374,,,,15166646,2014,,0.7,,,,,,Oud-Oost,Amsterdam,North Holland,1091 DS,,52.36039414,4.913706767,,Apartment,Entire home/apt,5,1,2,2,Real Bed,,230,,,100,,4,35,2,,,5,1/8/2014,17/09/2015,96,9,10,10,9,9,9,,
3269847,https://www.airbnb.com/rooms/3269847,,,,15171332,2014,,0.6,,,,,,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1078,,52.34400377,4.893914188,,Apartment,Entire home/apt,2,1,1,2,Real Bed,,115,,,,,1,0,1,,,5,26/01/2014,17/09/2015,100,10,9,9,10,8,8,,
2974255,https://www.airbnb.com/rooms/2974255,,,,15172231,2014,,1,,,,,,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1072BE,,52.35648923,4.888158925,,Bed & Breakfast,Private room,2,1,1,1,Real Bed,,100,,,,,1,0,2,,,10,14/02/2014,12/8/2015,92,9,9,9,9,10,8,,
2975105,https://www.airbnb.com/rooms/2975105,,,,15175723,2014,,N/A,,,,,,Bos en Lommer,Amsterdam,North Holland,1055 RM,,52.38282424,4.858770669,,Apartment,Private room,2,1,1,1,Real Bed,,75,,,,20,1,0,2,,,7,25/06/2014,13/08/2015,91,9,9,9,10,8,9,,
5559898,https://www.airbnb.com/rooms/5559898,,,,15181296,2015,,1,,,,,,Watergraafsmeer,Amsterdam,Noord-Holland,1098,,52.34954063,4.940149236,,Apartment,Entire home/apt,5,1,2,5,Real Bed,,175,,,500,50,1,0,1,,,0,1/8/2015,7/8/2015,,,,,,,,,
2977065,https://www.airbnb.com/rooms/2977065,,,,15183505,2014,,1,,,,,,Centrum-West,Amsterdam,North Holland,1012 VH,,52.37502587,4.891786766,,Apartment,Entire home/apt,2,1,1,1,Real Bed,,250,,,,,1,0,3,,,7,7/8/2014,17/09/2015,93,10,10,9,9,10,9,,
2977541,https://www.airbnb.com/rooms/2977541,,,,15185862,2014,,0.86,,,,,,Watergraafsmeer,Amsterdam,North Holland,1098 NZ,,52.35128532,4.938368373,,Apartment,Entire home/apt,4,1.5,3,4,Real Bed,,95,,,,25,1,0,4,,,4,4/12/2014,27/07/2015,95,10,9,10,10,10,10,,
3174970,https://www.airbnb.com/rooms/3174970,,,,15197662,2014,,1,,,,,,De Baarsjes - Oud-West,Amsterdam,North Holland,1053 TA,,52.36781877,4.866536048,,Apartment,Private room,4,0.5,1,4,Real Bed,,89,,,,20,2,23,1,,,84,20/05/2014,1/8/2015,90,9,9,10,10,9,9,,
3217966,https://www.airbnb.com/rooms/3217966,,,,15197662,2014,,1,,,,,,De Baarsjes - Oud-West,Amsterdam,North Holland,1053 TA,,52.36856123,4.86623066,,Apartment,Private room,3,0.5,1,2,Real Bed,,80,,,,25,2,20,1,,,73,27/09/2014,9/8/2015,90,9,9,10,9,9,9,,
2982044,https://www.airbnb.com/rooms/2982044,,,,15209448,2014,,1,,,,,,Centrum-West,Amsterdam,North Holland,1012 WP,,52.36945139,4.88923949,,Apartment,Entire home/apt,5,2,2,3,Real Bed,,295,,,,,1,0,3,,,7,27/07/2014,15/09/2015,97,10,9,10,10,10,9,,
5302993,https://www.airbnb.com/rooms/5302993,,,,15215514,2014,,1,,,,,,De Baarsjes - Oud-West,Amsterdam,Noord-Holland,1057 AM,,52.36945256,4.84860158,,Apartment,Entire home/apt,2,1,1,1,Real Bed,,120,,,250,65,1,0,1,,,1,2/12/2014,13/09/2015,80,8,10,10,10,10,10,,
2983689,https://www.airbnb.com/rooms/2983689,,,,15216167,2014,,N/A,,,,,,Westerpark,Amsterdam,North Holland,1013AW,,52.3936936,4.889959872,,Apartment,Entire home/apt,2,1,1,1,Real Bed,,129,,,,,1,0,2,,,1,7/12/2014,17/07/2015,100,10,10,10,10,10,10,,
3236227,https://www.airbnb.com/rooms/3236227,,,,15219313,2014,,0.95,,,,,,Oostelijk Havengebied - Indische Buurt,Amsterdam,North Holland,1094 HC,,52.36325212,4.936887575,,Apartment,Entire home/apt,2,1,1,1,Real Bed,,90,,,,,2,0,4,,,12,20/08/2014,28/08/2015,91,10,8,9,10,8,9,,
2986776,https://www.airbnb.com/rooms/2986776,,,,15226043,2014,,1,,,,,,Centrum-Oost,Amsterdam,North Holland,1017 AG,,52.36583552,4.899377274,,Apartment,Entire home/apt,3,1,2,3,Real Bed,,299,,,95,12,1,0,2,,,3,27/12/2014,13/07/2015,93,9,9,10,10,10,8,,
2986582,https://www.airbnb.com/rooms/2986582,,,,15228959,2014,,0.58,,,,,,Westerpark,Amsterdam,North Holland,1052 GN,,52.38002046,4.874292417,,Apartment,Entire home/apt,4,1,2,2,Real Bed,,125,,,250,90,2,35,3,,,12,11/2/2014,2/8/2015,92,9,10,9,9,9,8,,
2987129,https://www.airbnb.com/rooms/2987129,,,,15231902,2014,,N/A,,,,,,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1078,,52.33972749,4.890956333,,Apartment,Entire home/apt,2,1,2,2,Real Bed,,90,,,,50,1,0,1,,,2,18/02/2014,25/07/2015,100,10,8,9,10,10,10,,
5088438,https://www.airbnb.com/rooms/5088438,,,,15234853,2014,,0.5,,,,,,Oud-Noord,Amsterdam,Noord-Holland,1021 CP,,52.38538789,4.919030768,,Apartment,Entire home/apt,3,1,2,2,Real Bed,,90,,,,15,1,0,5,,,0,23/06/2014,4/7/2015,,,,,,,,,
3652954,https://www.airbnb.com/rooms/3652954,,,,15257943,2014,,N/A,,,,,,Zuid,Amsterdam,Noord-Holland,1054,,52.36035719,4.873569897,,Apartment,Entire home/apt,3,1,2,1,Real Bed,,160,,,,20,2,0,2,,,2,13/07/2014,9/8/2015,100,10,10,10,10,10,10,,
2995257,https://www.airbnb.com/rooms/2995257,,,,15269317,2014,,0.5,,,,,,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1074,,52.35057878,4.904346691,,Apartment,Entire home/apt,2,1,2,1,Real Bed,,85,,,99,18,3,20,2,,,2,7/3/2014,3/9/2015,100,10,10,10,9,8,9,,
3267105,https://www.airbnb.com/rooms/3267105,,,,15302962,2014,,0.87,,,,,,Zuid,Amsterdam,North Holland,1075 TB,,52.35263302,4.8550385,,Apartment,Entire home/apt,2,1,1,1,Real Bed,,135,,,,40,1,0,5,,,8,18/03/2014,7/8/2015,86,9,9,9,9,9,9,,
3005180,https://www.airbnb.com/rooms/3005180,,,,15304144,2014,,1,,,,,,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1073,,52.35402105,4.900665225,,House,Entire home/apt,5,1,4,5,Real Bed,,210,,,,,1,0,4,,,3,6/8/2014,11/9/2015,100,10,10,10,10,9,10,,
3003987,https://www.airbnb.com/rooms/3003987,,,,15307319,2014,,1,,,,,,Centrum-Oost,Amsterdam,North Holland,1018 WS,,52.36567934,4.911780907,,Apartment,Entire home/apt,2,1,1,1,Real Bed,,80,,,,24,1,0,2,,,55,21/10/2014,13/09/2015,97,10,10,10,10,10,10,,
3007461,https://www.airbnb.com/rooms/3007461,,,,15327589,2014,,1,,,,,,Oostelijk Havengebied - Indische Buurt,Amsterdam,North Holland,1095TE,,52.36674253,4.94495378,,Apartment,Entire home/apt,2,1,1,1,Real Bed,,98,,,100,70,2,0,2,,,16,21/05/2014,6/8/2015,98,10,10,10,10,9,10,,
3008108,https://www.airbnb.com/rooms/3008108,,,,15330541,2014,,1,,,,,,Watergraafsmeer,Amsterdam,North Holland,1098 XA,,52.3564863,4.940610716,,Apartment,Entire home/apt,2,1,1,1,Real Bed,,100,,,200,30,1,0,2,,,5,8/5/2014,16/09/2015,100,10,10,10,10,9,10,,
3009232,https://www.airbnb.com/rooms/3009232,,,,15336296,2014,,1,,,,,,De Baarsjes - Oud-West,Amsterdam,North Holland,1054 JJ,,52.36078553,4.868502729,,Apartment,Entire home/apt,2,1,1,2,Real Bed,,99,,,,75,0,0,4,,,6,6/6/2014,8/7/2015,93,10,10,10,10,9,10,,
3029155,https://www.airbnb.com/rooms/3029155,,,,15350877,2014,,0.75,,,,,,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1078 JR,,52.34629667,4.89251024,,Apartment,Entire home/apt,2,1,1,1,Real Bed,,100,,,100,30,1,0,2,,,0,15/04/2014,24/08/2015,,,,,,,,,
3014233,https://www.airbnb.com/rooms/3014233,,,,15361574,2014,,1,,,,,,Zuid,Amsterdam,North Holland,1071 BZ,,52.35989396,4.88160782,,Apartment,Entire home/apt,4,1,2,2,Real Bed,,99,,,,50,1,25,1,,,11,5/1/2014,7/7/2015,73,8,7,6,7,9,7,,
3014985,https://www.airbnb.com/rooms/3014985,,,,15364680,2014,,N/A,,,,,,De Baarsjes - Oud-West,Amsterdam,North Holland,1058 XL,,52.36175331,4.854243195,,Apartment,Entire home/apt,2,1,1,1,Real Bed,,110,,,,,1,0,1,,,0,18/08/2014,13/07/2015,,,,,,,,,
3015253,https://www.airbnb.com/rooms/3015253,,,,15366485,2014,,1,,,,,,Centrum-West,Amsterdam,North Holland,1016 AT,,52.36941611,4.887014285,,Apartment,Entire home/apt,3,1,1,2,Real Bed,,198,,,,100,2,30,2,,,21,18/01/2014,25/07/2015,100,10,10,10,10,10,9,,
3015351,https://www.airbnb.com/rooms/3015351,,,,15366948,2014,,1,,,,,,Zuid,Amsterdam,North Holland,1075 TB,,52.35261146,4.853564195,,Apartment,Entire home/apt,2,1,1,2,Real Bed,,150,,,,25,1,0,4,,,1,8/2/2014,4/8/2015,100,10,10,10,10,8,8,,
3702856,https://www.airbnb.com/rooms/3702856,,,,15369795,2014,,0.81,,,,,,De Baarsjes - Oud-West,Amsterdam,North Holland,1054 ZW,,52.3607382,4.857872208,,Apartment,Entire home/apt,4,1,2,2,Real Bed,,75,,,200,90,2,50,2,,,5,4/5/2014,19/09/2015,95,10,10,10,10,8,10,,
3016131,https://www.airbnb.com/rooms/3016131,,,,15370855,2014,,0.9,,,,,,Zuid,Amsterdam,North Holland,1076 NZ,,52.34453176,4.859863754,,Apartment,Entire home/apt,4,1,1,1,Real Bed,,95,,,500,75,1,20,1,,,4,15/10/2014,3/7/2015,100,10,10,10,10,9,10,,
3017022,https://www.airbnb.com/rooms/3017022,,,,15375104,2014,,1,,,,,,Centrum-Oost,Amsterdam,North Holland,1016 CS,,52.36504679,4.881040379,,Apartment,Private room,2,1,1,2,Real Bed,,69,,,400,100,1,10,2,,,34,3/12/2014,26/08/2015,96,10,10,10,10,10,10,,
5390428,https://www.airbnb.com/rooms/5390428,,,,15375104,2014,,1,,,,,,Centrum-Oost,Amsterdam,NH,1016,,52.36527385,4.882421387,,Apartment,Private room,2,1,1,2,Real Bed,,69,,,,,1,10,2,,,7,21/07/2014,26/09/2015,100,10,10,10,10,9,9,,
5531974,https://www.airbnb.com/rooms/5531974,,,,15381120,2014,,1,,,,,,Centrum-West,Amsterdam,Noord-Holland,1012,,52.37395904,4.899145864,,Apartment,Entire home/apt,3,1.5,2,2,Real Bed,,180,,,,,2,20,3,,,0,10/2/2014,18/09/2015,,,,,,,,,
3019830,https://www.airbnb.com/rooms/3019830,,,,15386919,2014,,N/A,,,,,,IJburg - Zeeburgereiland,Amsterdam,North Holland,1087 EM,,52.35533485,4.994066582,,Apartment,Entire home/apt,2,1,2,2,Real Bed,,110,,,200,80,1,0,2,,,2,13/01/2014,15/07/2015,100,9,10,10,10,10,10,,
3394244,https://www.airbnb.com/rooms/3394244,,,,15391174,2014,,0.94,,,,,,Centrum-Oost,Amsterdam,North Holland,1017 WD,,52.36161191,4.898494572,,Apartment,Entire home/apt,3,1,1,2,Real Bed,,130,,,,,2,0,1,,,32,25/12/2014,28/07/2015,99,10,10,10,10,10,10,,
3025422,https://www.airbnb.com/rooms/3025422,,,,15414325,2014,,0.58,,,,,,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1079 TN,,52.34361559,4.910795363,,Apartment,Entire home/apt,2,1,1,1,Real Bed,,85,,,,,2,0,1,,,7,10/3/2014,16/07/2015,97,10,9,10,9,10,9,,
5825047,https://www.airbnb.com/rooms/5825047,,,,15414643,2014,,1,,,,,,Oud-Oost,Amsterdam,Noord-Holland,1093 TB,,52.36456499,4.928293755,,Apartment,Private room,1,1,1,1,Real Bed,,50,,,,10,1,0,1,,,0,26/10/2014,23/08/2015,,,,,,,,,
